arch,condition,seed,task,rho,wd,step,step_req,grok_step,basis,side,mode,energy_share,rank,dc_share
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,in,51,0.010788918817257792,49,0.001192380457054892
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,in,52,0.009448644452728935,67,0.001192380457054892
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,in,53,0.009041135176531332,69,0.001192380457054892
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,in,54,0.01645488526834683,15,0.001192380457054892
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,in,55,0.0110574572183457,45,0.001192380457054892
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,in,56,0.026365480183339368,3,0.001192380457054892
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,in,57,0.01749553035758886,12,0.001192380457054892
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,in,58,0.013569471480006706,23,0.001192380457054892
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,in,59,0.0167987536854761,13,0.001192380457054892
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,in,60,0.013183430103262853,26,0.001192380457054892
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,in,61,0.017733152069494943,11,0.001192380457054892
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,in,62,0.010092595108399889,60,0.001192380457054892
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,in,63,0.008990140973495892,70,0.001192380457054892
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,in,64,0.011533932161314627,40,0.001192380457054892
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,in,65,0.011146820814886615,44,0.001192380457054892
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,in,66,0.010564112810740423,55,0.001192380457054892
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,in,67,0.013433800919201362,24,0.001192380457054892
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,in,68,0.012912198191941109,28,0.001192380457054892
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,in,69,0.009981983903130274,63,0.001192380457054892
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,in,70,0.010554862234704402,56,0.001192380457054892
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,in,71,0.009936512640482733,65,0.001192380457054892
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,in,72,0.012819270774307709,31,0.001192380457054892
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,in,73,0.01663238672732408,14,0.001192380457054892
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,in,74,0.0097771879127381,66,0.001192380457054892
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,1,0.015085070735372085,16,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,2,0.009824349960801086,62,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,3,0.014655107598970913,18,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,4,0.008999517492821362,68,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,5,0.026706122115495497,4,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,6,0.008658722850810048,71,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,7,0.011644739162819653,38,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,8,0.04325718730219323,1,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,9,0.010886959004319255,45,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,10,0.008627274703746178,72,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,11,0.012974308877437684,24,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,12,0.01774409324734456,10,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,13,0.010956128125248312,43,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,14,0.019995123907785434,7,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,15,0.012832752832459497,27,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,16,0.012580679155479663,32,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,17,0.01272595211117008,29,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,18,0.012501994284159114,35,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,19,0.010835538564126146,47,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,20,0.012812553987145535,28,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,21,0.039816787407327504,2,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,22,0.01296694610613224,25,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,23,0.012651965149184841,31,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,24,0.02012493313518852,6,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,25,0.010009034590275936,57,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,26,0.010218131604880588,54,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,27,0.013293513710003065,22,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,28,0.011050500597769323,42,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,29,0.008018504663482083,74,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,30,0.01677032030372337,12,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,31,0.00889726037202091,69,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,32,0.011067972585724036,41,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,33,0.013465792589864347,21,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,34,0.009950914054515645,61,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,35,0.019843811338199527,8,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,36,0.013772888753519456,20,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,37,0.009153390917612808,67,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,38,0.01011659206156808,55,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,39,0.015077303943331974,17,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,40,0.00998178023164814,58,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,41,0.009788162514252496,64,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,42,0.01310921782543328,23,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,43,0.010872582596507327,46,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,44,0.01291658482388192,26,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,45,0.009457089712259824,65,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,46,0.020843990278636787,5,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,47,0.018347709153834515,9,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,48,0.010471941024262573,51,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,49,0.010889472137821628,44,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,50,0.012554284041742369,33,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,51,0.009976844823140301,59,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,52,0.00978943319766574,63,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,53,0.008735727625071086,70,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,54,0.014178261700118348,19,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,55,0.010333819218495181,53,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,56,0.029363655561969272,3,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,57,0.016266715068267518,14,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,58,0.011507978242442325,40,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,59,0.017038010357236275,11,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,60,0.011827372254284868,37,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,61,0.015889465777821826,15,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,62,0.010492484140337262,50,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,63,0.010602778506359184,48,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,64,0.011943761871697428,36,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,65,0.010413342778522705,52,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,66,0.008541599061254734,73,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,67,0.012695510195235071,30,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,68,0.011563003737896815,39,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,69,0.01005403046262158,56,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,70,0.009968478733011633,60,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,71,0.0094289093574324,66,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,72,0.012543007539016889,34,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,73,0.01646813880921005,13,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,3000,0.25g,11750,natural,out,74,0.01057411673658089,49,0.000874781152257252
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,6000,0.5g,11750,natural,in,1,0.01806368393469896,12,0.0012679276364791125
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,6000,0.5g,11750,natural,in,2,0.007908806642234291,70,0.0012679276364791125
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,6000,0.5g,11750,natural,in,3,0.012199934920281921,29,0.0012679276364791125
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,6000,0.5g,11750,natural,in,4,0.009023927190791266,63,0.0012679276364791125
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,6000,0.5g,11750,natural,in,5,0.02712630527224607,4,0.0012679276364791125
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,6000,0.5g,11750,natural,in,6,0.010820603812032972,37,0.0012679276364791125
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,6000,0.5g,11750,natural,in,7,0.010861199253563955,36,0.0012679276364791125
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,6000,0.5g,11750,natural,in,8,0.038953471049500726,2,0.0012679276364791125
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,6000,0.5g,11750,natural,in,9,0.010179805281395001,48,0.0012679276364791125
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,6000,0.5g,11750,natural,in,10,0.008530484707820687,68,0.0012679276364791125
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,6000,0.5g,11750,natural,in,11,0.010438345963219374,46,0.0012679276364791125
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,6000,0.5g,11750,natural,in,12,0.017115059054369438,15,0.0012679276364791125
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,6000,0.5g,11750,natural,in,13,0.011241297287813546,34,0.0012679276364791125
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,6000,0.5g,11750,natural,in,14,0.01940993872030021,8,0.0012679276364791125
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,6000,0.5g,11750,natural,in,15,0.010805535714912856,38,0.0012679276364791125
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,6000,0.5g,11750,natural,in,16,0.012325556186366668,28,0.0012679276364791125
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,6000,0.5g,11750,natural,in,17,0.01200757906437867,30,0.0012679276364791125
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,6000,0.5g,11750,natural,in,18,0.010730396868428327,39,0.0012679276364791125
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,6000,0.5g,11750,natural,in,19,0.009064632948126693,62,0.0012679276364791125
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,6000,0.5g,11750,natural,in,20,0.010112364665626369,50,0.0012679276364791125
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,6000,0.5g,11750,natural,in,21,0.047838435386094995,1,0.0012679276364791125
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,6000,0.5g,11750,natural,in,22,0.015853705414035565,18,0.0012679276364791125
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,6000,0.5g,11750,natural,in,23,0.011317607551779322,33,0.0012679276364791125
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,6000,0.5g,11750,natural,in,24,0.01886610137346313,9,0.0012679276364791125
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,6000,0.5g,11750,natural,in,25,0.010977877927169557,35,0.0012679276364791125
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,6000,0.5g,11750,natural,in,26,0.010558119336198954,43,0.0012679276364791125
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,6000,0.5g,11750,natural,in,27,0.011520955703465176,32,0.0012679276364791125
